Year,Watershed,County,Crop,TrialType,TrialDetail,YieldDifference,TrialID,TrialReport,StalkNitrateReport,ScoutingReport
2008,Turkey,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.1,ST2008263A,y,n,n
2008,Turkey,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.8,ST2008264A,y,n,n
2008,Turkey,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.2,ST2008264B,y,n,n
2008,Turkey,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.4,ST2008265A,y,n,n
2008,South Skunk,Hardin,Corn,Crop Protection - Fungicide,Headline vs Untreated,3.9,ST2008268A,y,n,n
2008,South Skunk,Hardin,Corn,Crop Protection - Fungicide,Stratego vs Untreated,4.1,ST2008268B,y,n,n
2008,South Skunk,Hardin,Corn,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,2.2,ST2008268D,y,n,n
2008,Upper Iowa,Hardin,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,4.6,ST2008269A,y,n,n
2008,Upper Iowa,Hardin,Soybeans,Crop Protection - Fungicide and Insecticide,Stratego and Leverage vs Untreated,11.6,ST2008269B,y,n,n
2008,Upper Iowa,Hardin,Soybeans,Crop Protection - Insecticide,Leverage vs Untreated,10.3,ST2008269C,y,n,n
2008,Middle Des Moines,Pocahontas,Corn,Crop Protection - Fungicide,Headline vs Untreated,6.8,ST2008270A,y,n,n
2008,Middle Des Moines,Pocahontas,Corn,Crop Protection - Fungicide,Headline vs Untreated,5.1,ST2008271B,y,n,n
2008,Skunk,Keokuk,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,7.3,ST2008272A,y,n,n
2008,Flint-Henderson,Lee,Corn,Crop Protection - Fungicide,Headline vs Untreated,16.4,ST2008273A,y,n,n
2008,Flint-Henderson,Lee,Corn,Crop Protection - Fungicide,Headline vs Untreated,6.8,ST2008273B,y,n,n
2008,Flint-Henderson,Lee,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,8.8,ST2008274A,y,n,n
2008,Lower Des Moines,Lee,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,4.4,ST2008275A,y,n,n
2008,Lower Des Moines,Lee,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,14.8,ST2008275B,y,n,n
2008,Upper Iowa,Hancock,Corn,Crop Protection - Fungicide,Headline vs Untreated,1.7,ST2008276A,y,n,n
2008,North Raccoon,Calhoun,Corn,Crop Protection - Fungicide,Headline vs Untreated,2,ST2008277A,y,n,n
2008,North Raccoon,Calhoun,Corn,Crop Protection - Fungicide,Stratego vs Untreated,-2.9,ST2008277B,y,n,n
2008,North Raccoon,Calhoun,Corn,Crop Protection - Fungicide,Headline vs Untreated,0.5,ST2008278A,y,n,n
2008,North Raccoon,Calhoun,Corn,Crop Protection - Fungicide,Stratego vs Untreated,-0.3,ST2008278B,y,n,n
2008,North Raccoon,Calhoun,Corn,Crop Protection - Fungicide,Headline vs Untreated,2.6,ST2008279A,y,n,n
2008,North Raccoon,Calhoun,Corn,Crop Protection - Fungicide,Stratego vs Untreated,0.5,ST2008279B,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Crop Protection - Fungicide,Headline vs Untreated,-1.4,ST2008280A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.3,ST2008281A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Soybeans,Plant Nutrition - Seed Treatment,Launcher Pro vs Untreated,-0.1,ST2008282A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Seed Treatment,Cruiser Maxx vs Untreated,1.2,ST2008283A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Sulfur,Sulfur vs Untreated,1.9,ST2008284A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,16.7,ST2008285A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,6.6,ST2008285B,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Sulfur,Sulfur vs Untreated,0.2,ST2008286A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Sulfur,Sulfur vs Untreated,8.1,ST2008286B,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Crop Protection - Fungicide,Headline vs Untreated,0.4,ST2008287A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.8,ST2008288A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.1,ST2008289A,y,n,n
2008,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,-1.8,ST2008290A,y,n,n
2008,Turkey,Chickasaw,Corn,Crop Protection - Fungicide,Headline vs Untreated,6.5,ST2008291A,y,n,n
2008,Turkey,Chickasaw,Corn,Crop Protection - Fungicide,Headline vs Untreated,0.5,ST2008291B,y,n,n
2008,East Fork Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,0.4,ST2008292A,y,n,n
2008,Middle Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,3.4,ST2008293A,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,0,ST2008294A,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,0.7,ST2008295A,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Crop Management - Roller,Rolled vs Untreated,-0.7,ST2008295B,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,0.3,ST2008296A,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,0.8,ST2008297A,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide and Insecticide,Stratego and Leverage vs Untreated,3.2,ST2008297B,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Insecticide,Leverage vs Untreated,-0.1,ST2008297C,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,0,ST2008298A,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Crop Protection - Fungicide and Insecticide,Stratego and Leverage vs Untreated,1,ST2008298B,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Crop Protection - Insecticide,Leverage vs Untreated,2.1,ST2008298C,y,n,n
2008,East Fork Des Moines,Humboldt,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,0.1,ST2008299A,y,n,n
2008,Middle Des Moines,Dallas,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.5,ST2008300A,y,n,n
2008,Middle Des Moines,Dallas,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,0,ST2008301A,y,n,n
2008,Maquoketa,Delaware,Corn,Crop Protection - Fungicide,Headline vs Untreated,6.9,ST2008302A,y,n,n
2008,Maquoketa,Delaware,Corn,Crop Protection - Fungicide,Headline vs Untreated,-0.2,ST2008303A,y,n,n
2008,Maquoketa,Buchanan,Corn,Crop Protection - Fungicide,Headline vs Untreated,-0.6,ST2008304A,y,n,n
2008,Platte,Adams,Soybeans,Crop Protection - Fungicide and Insecticide,Stratego and Leverage vs Untreated,1.4,ST2008309A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Headline vs Untreated,-0.7,ST2008313A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Headline vs Untreated,-1.8,ST2008313B,y,n,n
2008,Blackbird-Soldier,Harrison,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,0.5,ST2008317A,y,n,n
2008,Blackbird-Soldier,Harrison,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,0.2,ST2008318A,y,n,n
2008,Rock,Osceola,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.1,ST2008319A,y,n,n
2008,Maquoketa,Buchanan,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,34.2,ST2008320A,y,n,n
2008,Lower Iowa,Washington,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,4.4,ST2008321A,y,n,n
2008,Lower Iowa,Johnson,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,5.8,ST2008322A,y,n,n
2008,Middle Des Moines,Boone,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,5.2,ST2008324A,y,n,n
2008,Middle Des Moines,Boone,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.7,ST2008325A,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.6,ST2008326A,y,n,n
2008,Middle Des Moines,Webster,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,6.6,ST2008328A,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.6,ST2008329A,y,n,n
2008,Boone,Wright,Corn,Crop Protection - Fungicide,Stratego vs Untreated,4.5,ST2008331A,y,n,n
2008,Middle Des Moines,Webster,Corn,Crop Protection - Fungicide,Stratego vs Untreated,2.6,ST2008332A,y,n,n
2008,Middle Des Moines,Webster,Corn,Crop Protection - Fungicide,Headline vs Untreated,1.7,ST2008334A,y,n,n
2008,Upper Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline vs Untreated,11.8,ST2008337A,y,n,n
2008,Upper Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline vs Untreated,12.4,ST2008337B,y,n,n
2008,Upper Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline vs Untreated,6,ST2008338A,y,n,n
2008,Upper Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline vs Untreated,10.5,ST2008338B,y,n,n
2008,Upper Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline vs Untreated,-0.6,ST2008338C,y,n,n
2008,Upper Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline vs Untreated,5.1,ST2008339A,y,n,n
2008,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,N-Pact vs Untreated,1.4,ST2008340A,y,n,n
2008,Middle Des Moines,Boone,Corn,Plant Nutrition - Nitrogen Timing,Fall vs Spring N,-33.1,ST2008341A,y,n,n
2008,Middle Des Moines,Boone,Corn,Crop Protection - Fungicide,Headline vs Untreated,7.3,ST2008342A,y,n,n
2008,Middle Des Moines,Boone,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,5.9,ST2008343A,y,n,n
2008,Middle Des Moines,Boone,Corn,Crop Protection - Fungicide,Headline vs Untreated,6.1,ST2008344A,y,n,n
2008,North Raccoon,Greene,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,-1.2,ST2008345A,y,n,n
2008,North Raccoon,Greene,Soybeans,Plant Nutrition - Fertilizer,GP 4350 vs Untreated,-0.6,ST2008346A,y,n,n
2008,Upper Cedar,Bremer,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.6,ST2008347A,y,n,n
2008,Middle Iowa,Marshall,Corn,Plant Nutrition - Nitrogen Timing,Fall vs Spring N,-8.6,ST2008350A,y,n,n
2008,Middle Iowa,Johnson,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,4.2,ST2008355A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Aerial Applied vs Ground Applied,-0.3,ST2008357A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.9,ST2008358A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Headline vs Untreated,2,ST2008359A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Stratego vs Untreated,0.6,ST2008359B,y,n,n
2008,Upper Wapsipinicon,Buchanan,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.2,ST2008360A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Headline vs Untreated,13.5,ST2008361A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Stratego vs Untreated,15.6,ST2008361B,y,n,n
2008,Upper Wapsipinicon,Buchanan,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,3.5,ST2008362A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Soybeans,Crop Protection - Insecticide,Leverage vs Untreated,-1.5,ST2008362B,y,n,n
2008,Upper Wapsipinicon,Buchanan,Soybeans,Crop Protection - Fungicide and Insecticide,Stratego and Leverage vs Untreated,-1.5,ST2008362C,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Stratego vs Untreated,4.7,ST2008363A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Headline vs Untreated,9.6,ST2008363B,y,n,n
2008,Upper Wapsipinicon,Buchanan,Corn,Crop Protection - Fungicide,Stratego vs Untreated,11.6,ST2008363C,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,-1.1,ST2008364A,y,n,n
2008,Upper Des Moines,Humboldt,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,-0.2,ST2008365A,y,n,n
2008,Copperas-Duck,Scott,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,1.2,ST2008367B,y,n,n
2008,Turkey,Fayette,Corn,Crop Protection - Fungicide,Headline vs Untreated,2.9,ST2008372A,y,n,n
2008,Turkey,Fayette,Corn,Crop Protection - Fungicide,Stratego vs Untreated,2.2,ST2008372B,y,n,n
2008,Turkey,Fayette,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,6.2,ST2008373A,y,n,n
2008,Upper Iowa,Hancock,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,5.9,ST2008375A,y,n,n
2008,Upper Iowa,Hancock,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,2.8,ST2008376A,y,n,n
2008,Skunk,Henry,Corn,Crop Protection - Fungicide,Headline vs Untreated,4.6,ST2008383A,y,n,n
2008,North Raccoon,Calhoun,Soybeans,Crop Protection - Fungicide,Stratego vs Untreated,0.9,ST2008385A,y,n,n
2008,North Raccoon,Calhoun,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,-0.6,ST2008385B,y,n,n
2008,Blackbird-Soldier,Harrison,Corn,Crop Protection - Fungicide,Headline vs Untreated,3.7,ST2008386A,y,n,n
2008,Middle Cedar,Black Hawk,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,4.3,ST2008391A,y,n,n
2008,North Raccoon,Greene,Soybeans,Plant Nutrition - Fertilizer,Monty Plant Food vs Untreated,-0.4,ST2008392A,y,n,n
2008,South Skunk,Story,Corn,Crop Protection - Seed Trait,BT vs Conventional,1.9,ST2008393A,y,n,n
2008,South Skunk,Story,Corn,Crop Protection - Insecticide,Aztec vs Untreated,-3.4,ST2008394A,y,n,n
2008,South Skunk,Polk,Corn,Crop Protection - Seed Trait,BT vs Conventional,6.1,ST2008395A,y,n,n
2008,South Skunk,Story,Corn,Crop Protection - Seed Trait,BT vs Conventional,5.9,ST2008396A,y,n,n
2008,Middle Des Moines,Webster,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,6,ST2008398A,y,n,n
2008,Middle Des Moines,Webster,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,12.8,ST2008399A,y,n,n
2008,Upper Wapsipinicon,Buchanan,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,-1.3,ST2008400A,y,n,n
2008,West Fork Cedar,Cerro Gordo,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,10.7,ST2008401A,y,n,n
2008,West Fork Cedar,Cerro Gordo,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,19.2,ST2008402A,y,n,n
2008,South Skunk,Story,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,2.6,ST2008403A,y,n,n
2008,Turkey,Chickasaw,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,10.9,ST2008404A,y,n,n
2009,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,0.5,ST2009002A,y,n,n
2009,Middle Des Moines,Boone,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-1.9,ST2009003A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,3.7,ST2009004A,y,n,n
2009,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,1.7,ST2009005A,y,n,n
2009,Upper Iowa,Hancock,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,0,ST2009006A,y,n,n
2009,Upper Iowa,Hancock,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,11.5,ST2009007B,y,n,n
2009,Middle Des Moines,Webster,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-1.9,ST2009009A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,0.1,ST2009010A,y,n,n
2009,Middle Des Moines,Webster,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-1.1,ST2009011A,y,n,n
2009,Middle Des Moines,Boone,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-2,ST2009012A,y,n,n
2009,North Raccoon,Dallas,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-5.6,ST2009015A,y,n,n
2009,Middle Des Moines,Boone,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-5.8,ST2009016A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-12.9,ST2009017A,y,n,n
2009,Middle Des Moines,Boone,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,3.1,ST2009019A,y,n,n
2009,Upper Cedar,Butler,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,18.2,ST2009029A,y,n,n
2009,Upper Cedar,Bremer,Corn,Plant Nutrition - Fertilizer,Ammonium sulfate (AMS) vs Untreated,6.1,ST2009032A,y,n,n
2009,Copperas-Duck,Scott,Soybeans,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,-1.2,ST2009033A,y,n,n
2009,Copperas-Duck,Scott,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,0.8,ST2009033C,y,n,n
2009,Copperas-Duck,Scott,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-1,ST2009035A,y,n,n
2009,Copperas-Duck,Scott,Corn,Crop Management - Population,High vs Low Plant Population,-4,ST2009036A,y,n,n
2009,Copperas-Duck,Scott,Corn,Crop Management - Population,High vs Low Plant Population,-2.2,ST2009037A,y,n,n
2009,Copperas-Duck,Scott,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-7.6,ST2009038A,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,1.9,ST2009040A,y,n,n
2009,Upper Cedar,Mitchell,Soybeans,Plant Nutrition - Stabilizer or Additive,NTEXX vs Untreated,0.3,ST2009041A,y,n,n
2009,Middle Des Moines,Boone,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,5.9,ST2009042A,y,n,n
2009,Floyd,Sioux,Soybeans,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,-0.3,ST2009043A,y,n,n
2009,Floyd,Sioux,Corn,Plant Nutrition - Stabilizer or Additive,AVAIL vs Untreated,-1.1,ST2009044A,y,n,n
2009,Upper Des Moines,Pocahontas,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,1,ST2009045A,y,n,n
2009,Upper Des Moines,Pocahontas,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,0.2,ST2009046A,y,n,n
2009,Upper Des Moines,Pocahontas,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,-0.3,ST2009047A,y,n,n
2009,Middle Des Moines,Pocahontas,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,0.7,ST2009048A,y,n,n
2009,Middle Des Moines,Greene,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,7.7,ST2009050A,y,n,n
2009,Middle Des Moines,Humboldt,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-2.1,ST2009052A,y,n,n
2009,Middle Des Moines,Humboldt,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,4.3,ST2009054A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-5.3,ST2009057A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-0.6,ST2009058A,y,n,n
2009,Middle Des Moines,Greene,Corn,Plant Nutrition - Nitrogen Form,NH3 vs UAN,3.5,ST2009059A,y,n,n
2009,Middle Cedar,Black Hawk,Corn,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,1.1,ST2009060B,y,n,n
2009,Middle Cedar,Black Hawk,Corn,Plant Nutrition - Stabilizer or Additive,Instinct vs Untreated,-1.9,ST2009060C,y,n,n
2009,Middle Des Moines,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Agrotain Plus and UAN vs Untreated,-1.1,ST2009061A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,9.2,ST2009062A,y,n,n
2009,Middle Des Moines,Boone,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,7,ST2009063A,y,n,n
2009,Middle Des Moines,Webster,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,25.5,ST2009064A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Nitrogen Form,NH3 vs UAN,2.7,ST2009065A,y,n,n
2009,North Raccoon,Greene,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,0,ST2009066A,y,n,n
2009,North Raccoon,Greene,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,0.9,ST2009067A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,1,ST2009069A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,0.9,ST2009070A,y,n,n
2009,North Skunk,Jasper,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,4.8,ST2009072A,y,n,n
2009,North Skunk,Jasper,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,-0.4,ST2009073A,y,n,n
2009,North Skunk,Jasper,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,11.9,ST2009074A,y,n,n
2009,North Skunk,Jasper,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,10.4,ST2009075A,y,n,n
2009,North Raccoon,Greene,Corn,Crop Management - Population,High vs Low Plant Population,-1.6,ST2009076A,y,n,n
2009,North Raccoon,Greene,Corn,Crop Management - Population,High vs Low Plant Population,2,ST2009077A,y,n,n
2009,North Raccoon,Greene,Corn,Plant Nutrition - Stabilizer or Additive,Agrotain Plus and UAN vs Untreated,-3,ST2009078A,y,n,n
2009,North Raccoon,Greene,Corn,Crop Management - Population,Variable Rate vs Fixed Rate Plant Population,0.7,ST2009079A,y,n,n
2009,North Raccoon,Greene,Corn,Crop Management - Population,Variable Rate vs Fixed Rate Plant Population,-0.2,ST2009080A,y,n,n
2009,Turkey,Fayette,Corn,Crop Management - Population,High vs Low Plant Population,0,ST2009081A,y,n,n
2009,Middle Des Moines,Humboldt,Corn,Crop Protection - Fungicide,Headline (Two Pass) vs Untreated,6.8,ST2009084A,y,n,n
2009,East Fork Des Moines,Humboldt,Corn,Crop Management - Population,High vs Low Plant Population,1.2,ST2009085A,y,n,n
2009,Upper Des Moines,Humboldt,Soybeans,Crop Management - Population,High vs Low Plant Population,0.8,ST2009086A,y,n,n
2009,Middle Des Moines,Webster,Soybeans,Crop Management - Population,High vs Low Plant Population,-0.1,ST2009087A,y,n,n
2009,Middle Des Moines,Webster,Corn,Crop Management - Population,High vs Low Plant Population,-6.7,ST2009088A,y,n,n
2009,East Fork Des Moines,Emmet,Corn,Crop Management - Population,High vs Low Plant Population,2,ST2009091B,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Corn,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,2.4,ST2009092A,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,3.2,ST2009092B,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,20,ST2009093A,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Corn,Crop Management - Population,High vs Low Plant Population,-6.2,ST2009093B,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Corn,Crop Protection - Fungicide,Headline vs Untreated,0.8,ST2009093C,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Soybeans,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,-0.7,ST2009094A,y,n,n
2009,Upper Wapsipinicon,Chickasaw,Soybeans,Crop Management - Population,High vs Low Plant Population,1.5,ST2009094B,y,n,n
2009,Middle Cedar,Black Hawk,Corn,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,0.7,ST2009095A,y,n,n
2009,Middle Cedar,Black Hawk,Corn,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,1.2,ST2009097A,y,n,n
2009,Middle Cedar,Black Hawk,Corn,"Stimulant, PGR or Biological",Bio-Forge vs Untreated,1.3,ST2009098A,y,n,n
2009,Middle Cedar,Black Hawk,Corn,Crop Protection - Fungicide,Headline (Two Pass) vs Untreated,-0.9,ST2009098B,y,n,n
2009,Middle Cedar,Black Hawk,Corn,Plant Nutrition - Nitrogen Rate,High vs Low N Rate,4.4,ST2009100A,y,n,n
2009,Middle Cedar,Black Hawk,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,-0.1,ST2009101A,y,n,n
2009,Middle Cedar,Black Hawk,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,-0.3,ST2009102A,y,n,n
2009,Middle Cedar,Black Hawk,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,0.7,ST2009103A,y,n,n
2009,Turkey,Fayette,Corn,Crop Protection - Fungicide,Headline (Two Pass) vs Untreated,4.8,ST2009104A,y,n,n
2009,Turkey,Fayette,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,-5.3,ST2009106B,y,n,n
2009,Turkey,Fayette,Soybeans,Crop Protection - Herbicide,Extreme vs Glyphosate,-0.7,ST2009107A,y,n,n
2009,Turkey,Fayette,Soybeans,Crop Protection - Fungicide,Headline vs Untreated,3.6,ST2009108A,y,n,n
2009,Middle Des Moines,Boone,Soybeans,Crop Management - Population,High vs Low Plant Population,-2.1,ST2009109A,y,n,n
2009,Middle Des Moines,Webster,Corn,Plant Nutrition - Manure + Nitrogen,Manure + N vs Manure,20.4,ST2009110A,y,n,n
